Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Region VII (Central Visayas),Region VII,Services,04. Information and communication,2024Q4,53802078.57
Region VII (Central Visayas),Region VII,Services,04. Information and communication,2025Q1,54350097
Region VII (Central Visayas),Region VII,Services,04. Information and communication,2025Q2,54826252.77
Region VII (Central Visayas),Region VII,Services,04. Information and communication,2025Q3,55212580.22
Region VII (Central Visayas),Region VII,Services,04. Information and communication,2025Q4,55491113.68
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2020Q1,93000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2020Q2,96750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2020Q3,100500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2020Q4,104250000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2021Q1,108000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2021Q2,111750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2021Q3,115500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2021Q4,119250000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2022Q1,123000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2022Q2,126750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2022Q3,130500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2022Q4,134250000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2023Q1,138000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2023Q2,141750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2023Q3,145500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2023Q4,149250000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2024Q1,153000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2024Q2,156750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2024Q3,160500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2024Q4,164250000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2025Q1,168000000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2025Q2,171750000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2025Q3,175500000
Region VII (Central Visayas),Region VII,Services,05. Financial and insurance activities,2025Q4,179250000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2020Q1,81500000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2020Q2,84597656.25
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2020Q3,87531250
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2020Q4,90324218.75
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2021Q1,93000000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2021Q2,95582031.25
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2021Q3,98093750
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2021Q4,100558593.8
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2022Q1,103000000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2022Q2,105441406.3
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2022Q3,107906250
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2022Q4,110417968.8
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2023Q1,113000000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2023Q2,115667968.8
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2023Q3,118406250
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2023Q4,121191406.3
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2024Q1,124000000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2024Q2,126808593.8
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2024Q3,129593750
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2024Q4,132332031.3
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2025Q1,135000000
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2025Q2,137574218.8
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2025Q3,140031250
Region VII (Central Visayas),Region VII,Services,06. Real estate and ownership of dwellings,2025Q4,142347656.3
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2020Q1,63159772
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2020Q2,65375582.38
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2020Q3,67762999.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2020Q4,70297508.13
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2021Q1,72954593
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2021Q2,75709738.88
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2021Q3,78538430.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2021Q4,81416152.63
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2022Q1,84318390
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2022Q2,87220627.38
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2022Q3,90098349.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2022Q4,92927041.13
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2023Q1,95682187
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2023Q2,98347443.63
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2023Q3,100939154.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2023Q4,103481834.9
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2024Q1,106000000
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2024Q2,108518165.1
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2024Q3,111060845.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2024Q4,113652556.4
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2025Q1,116317813
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2025Q2,119081130.6
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2025Q3,121967024.5
Region VII (Central Visayas),Region VII,Services,07. Professional and business services,2025Q4,125000009.9
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2020Q1,25308767
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2020Q2,26112854.59
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2020Q3,26884832.19
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2020Q4,27629286.95
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2021Q1,28350806
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2021Q2,29053976.49
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2021Q3,29743385.56
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2021Q4,30423620.35
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2022Q1,31099268
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2022Q2,31774915.65
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2022Q3,32455150.44
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2022Q4,33144559.51
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2023Q1,33847730
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2023Q2,34567720.01
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2023Q3,35301471.44
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2023Q4,36044397.15
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2024Q1,36791910
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2024Q2,37539422.85
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2024Q3,38282348.56
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2024Q4,39016099.99
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2025Q1,39736090
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2025Q2,40437731.45
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2025Q3,41116437.19
Region VII (Central Visayas),Region VII,Services,"08. Public administration and defense; 
  compulsory social security",2025Q4,41767620.09
Region VII (Central Visayas),Region VII,Services,09. Education,2020Q1,50248006.5
Region VII (Central Visayas),Region VII,Services,09. Education,2020Q2,51252683.82
Region VII (Central Visayas),Region VII,Services,09. Education,2020Q3,52462689.78
Region VII (Central Visayas),Region VII,Services,09. Education,2020Q4,53848691.73
Region VII (Central Visayas),Region VII,Services,09. Education,2021Q1,55381357
Region VII (Central Visayas),Region VII,Services,09. Education,2021Q2,57031352.93
Region VII (Central Visayas),Region VII,Services,09. Education,2021Q3,58769346.84
Region VII (Central Visayas),Region VII,Services,09. Education,2021Q4,60566006.09
Region VII (Central Visayas),Region VII,Services,09. Education,2022Q1,62391998
Region VII (Central Visayas),Region VII,Services,09. Education,2022Q2,64217989.91
Region VII (Central Visayas),Region VII,Services,09. Education,2022Q3,66014649.16
Region VII (Central Visayas),Region VII,Services,09. Education,2022Q4,67752643.07
Region VII (Central Visayas),Region VII,Services,09. Education,2023Q1,69402639
Region VII (Central Visayas),Region VII,Services,09. Education,2023Q2,70945081.82
Region VII (Central Visayas),Region VII,Services,09. Education,2023Q3,72399526.66
Region VII (Central Visayas),Region VII,Services,09. Education,2023Q4,73795306.16
Region VII (Central Visayas),Region VII,Services,09. Education,2024Q1,75161753
Region VII (Central Visayas),Region VII,Services,09. Education,2024Q2,76528199.84
Region VII (Central Visayas),Region VII,Services,09. Education,2024Q3,77923979.34
Region VII (Central Visayas),Region VII,Services,09. Education,2024Q4,79378424.18
Region VII (Central Visayas),Region VII,Services,09. Education,2025Q1,80920867
Region VII (Central Visayas),Region VII,Services,09. Education,2025Q2,82580640.48
Region VII (Central Visayas),Region VII,Services,09. Education,2025Q3,84387077.28
Region VII (Central Visayas),Region VII,Services,09. Education,2025Q4,86369510.07
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2020Q1,13291059
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2020Q2,14669878.34
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2020Q3,15825033.25
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2020Q4,16788475.78
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2021Q1,17592158
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2021Q2,18268031.97
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2021Q3,18848049.75
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2021Q4,19364163.41
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2022Q1,19848325
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2022Q2,20332486.59
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2022Q3,20848600.25
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2022Q4,21428618.03
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2023Q1,22104492
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2023Q2,22897523.53
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2023Q3,23786411.25
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2023Q4,24739203.09
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2024Q1,25723947
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2024Q2,26708690.91
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2024Q3,27661482.75
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2024Q4,28550370.47
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2025Q1,29343402
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2025Q2,30008625.28
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2025Q3,30514088.25
Region VII (Central Visayas),Region VII,Services,10. Human health and social work activities,2025Q4,30827838.84
Region VII (Central Visayas),Region VII,Services,11. Other services,2020Q1,7295399
Region VII (Central Visayas),Region VII,Services,11. Other services,2020Q2,7515983.547
Region VII (Central Visayas),Region VII,Services,11. Other services,2020Q3,7909012.875
Region VII (Central Visayas),Region VII,Services,11. Other services,2020Q4,8449852.016
Region VII (Central Visayas),Region VII,Services,11. Other services,2021Q1,9113866
Region VII (Central Visayas),Region VII,Services,11. Other services,2021Q2,9876419.859
Region VII (Central Visayas),Region VII,Services,11. Other services,2021Q3,10712878.63
Region VII (Central Visayas),Region VII,Services,11. Other services,2021Q4,11598607.33
Region VII (Central Visayas),Region VII,Services,11. Other services,2022Q1,12508971
Region VII (Central Visayas),Region VII,Services,11. Other services,2022Q2,13419334.67
Region VII (Central Visayas),Region VII,Services,11. Other services,2022Q3,14305063.38
Region VII (Central Visayas),Region VII,Services,11. Other services,2022Q4,15141522.14
Region VII (Central Visayas),Region VII,Services,11. Other services,2023Q1,15904076
Region VII (Central Visayas),Region VII,Services,11. Other services,2023Q2,16576301.64
Region VII (Central Visayas),Region VII,Services,11. Other services,2023Q3,17174622.38
Region VII (Central Visayas),Region VII,Services,11. Other services,2023Q4,17723673.17
Region VII (Central Visayas),Region VII,Services,11. Other services,2024Q1,18248089
Region VII (Central Visayas),Region VII,Services,11. Other services,2024Q2,18772504.83
Region VII (Central Visayas),Region VII,Services,11. Other services,2024Q3,19321555.63
Region VII (Central Visayas),Region VII,Services,11. Other services,2024Q4,19919876.36
Region VII (Central Visayas),Region VII,Services,11. Other services,2025Q1,20592102
Region VII (Central Visayas),Region VII,Services,11. Other services,2025Q2,21362867.52
Region VII (Central Visayas),Region VII,Services,11. Other services,2025Q3,22256807.88
Region VII (Central Visayas),Region VII,Services,11. Other services,2025Q4,23298558.05
Region VII (Central Visayas),Region VII,Services,Services,2020Q1,603500000
Region VII (Central Visayas),Region VII,Services,Services,2020Q2,627066406.3
Region VII (Central Visayas),Region VII,Services,Services,2020Q3,651781250
Region VII (Central Visayas),Region VII,Services,Services,2020Q4,677480468.8
Region VII (Central Visayas),Region VII,Services,Services,2021Q1,704000000
Region VII (Central Visayas),Region VII,Services,Services,2021Q2,731175781.3
Region VII (Central Visayas),Region VII,Services,Services,2021Q3,758843750
Region VII (Central Visayas),Region VII,Services,Services,2021Q4,786839843.8
Region VII (Central Visayas),Region VII,Services,Services,2022Q1,815000000
Region VII (Central Visayas),Region VII,Services,Services,2022Q2,843160156.3
Region VII (Central Visayas),Region VII,Services,Services,2022Q3,871156250
Region VII (Central Visayas),Region VII,Services,Services,2022Q4,898824218.8
Region VII (Central Visayas),Region VII,Services,Services,2023Q1,926000000
Region VII (Central Visayas),Region VII,Services,Services,2023Q2,952574218.8
Region VII (Central Visayas),Region VII,Services,Services,2023Q3,978656250
Region VII (Central Visayas),Region VII,Services,Services,2023Q4,1004410156
Region VII (Central Visayas),Region VII,Services,Services,2024Q1,1030000000
Region VII (Central Visayas),Region VII,Services,Services,2024Q2,1055589844
Region VII (Central Visayas),Region VII,Services,Services,2024Q3,1081343750
Region VII (Central Visayas),Region VII,Services,Services,2024Q4,1107425781
Region VII (Central Visayas),Region VII,Services,Services,2025Q1,1134000000
Region VII (Central Visayas),Region VII,Services,Services,2025Q2,1161230469
Region VII (Central Visayas),Region VII,Services,Services,2025Q3,1189281250
Region VII (Central Visayas),Region VII,Services,Services,2025Q4,1218316406
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q1,52127766
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q2,56828019.42
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q3,60527515.88
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q4,63369220.64
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q1,65496099
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q2,67051116.23
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q3,68177237.63
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q4,69017428.45
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q1,69714654
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q2,70411879.55
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q3,71252070.38
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q4,72378191.77
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q1,73933209
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q2,76012432.27
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q3,78520551.38
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q4,81314601.05
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q1,84251616
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q2,87188630.95
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q3,89982680.63
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q4,92490799.73
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q1,94570023
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q2,96077385.14
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q3,96869920.88
Region VIII (Eastern Visayas),Region VIII,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q4,96804664.92
Region VIII (Eastern Visayas),Region VIII,All,All,2020Q1,404500000
Region VIII (Eastern Visayas),Region VIII,All,All,2020Q2,417652343.8
Region VIII (Eastern Visayas),Region VIII,All,All,2020Q3,430968750
Region VIII (Eastern Visayas),Region VIII,All,All,2020Q4,444425781.3
Region VIII (Eastern Visayas),Region VIII,All,All,2021Q1,458000000
Region VIII (Eastern Visayas),Region VIII,All,All,2021Q2,471667968.8
Region VIII (Eastern Visayas),Region VIII,All,All,2021Q3,485406250
Region VIII (Eastern Visayas),Region VIII,All,All,2021Q4,499191406.3
Region VIII (Eastern Visayas),Region VIII,All,All,2022Q1,513000000
Region VIII (Eastern Visayas),Region VIII,All,All,2022Q2,526808593.8
Region VIII (Eastern Visayas),Region VIII,All,All,2022Q3,540593750
Region VIII (Eastern Visayas),Region VIII,All,All,2022Q4,554332031.3
Region VIII (Eastern Visayas),Region VIII,All,All,2023Q1,568000000
Region VIII (Eastern Visayas),Region VIII,All,All,2023Q2,581582031.3
Region VIII (Eastern Visayas),Region VIII,All,All,2023Q3,595093750
Region VIII (Eastern Visayas),Region VIII,All,All,2023Q4,608558593.8
Region VIII (Eastern Visayas),Region VIII,All,All,2024Q1,622000000
Region VIII (Eastern Visayas),Region VIII,All,All,2024Q2,635441406.3
Region VIII (Eastern Visayas),Region VIII,All,All,2024Q3,648906250
Region VIII (Eastern Visayas),Region VIII,All,All,2024Q4,662417968.8
Region VIII (Eastern Visayas),Region VIII,All,All,2025Q1,676000000
Region VIII (Eastern Visayas),Region VIII,All,All,2025Q2,689675781.3
Region VIII (Eastern Visayas),Region VIII,All,All,2025Q3,703468750
Region VIII (Eastern Visayas),Region VIII,All,All,2025Q4,717402343.8
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2020Q1,1116974
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2020Q2,631469.4609
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2020Q3,343505.6875
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2020Q4,224862.5703
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2021Q1,247320
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2021Q2,382657.8672
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2021Q3,602656.0625
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2021Q4,879094.4766
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2022Q1,1183753
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2022Q2,1488411.523
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2022Q3,1764849.938
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2022Q4,1984848.133
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2023Q1,2120186
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2023Q2,2152050.133
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2023Q3,2099253.938
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2023Q4,1990017.523
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2024Q1,1852561
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2024Q2,1715104.477
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2024Q3,1605868.063
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2024Q4,1553071.867
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2025Q1,1584936
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2025Q2,1729680.57
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2025Q3,2015525.688
Region VIII (Eastern Visayas),Region VIII,Industry,01. Mining and quarrying,2025Q4,2470691.461
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2020Q1,51991849
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2020Q2,51590588.3
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2020Q3,51468785.44
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2020Q4,51586517.85
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2021Q1,51903863
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2021Q2,52380898.34
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2021Q3,52977701.31
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2021Q4,53654349.38
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2022Q1,54370920
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2022Q2,55087490.62
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2022Q3,55764138.69
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2022Q4,56360941.66
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2023Q1,56837977
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2023Q2,57168629.66
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2023Q3,57379514.69
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2023Q4,57510554.62
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2024Q1,57601672
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2024Q2,57692789.38
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2024Q3,57823829.31
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2024Q4,58034714.34
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2025Q1,58365367
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2025Q2,58855709.85
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2025Q3,59545665.44
Region VIII (Eastern Visayas),Region VIII,Industry,02. Manufacturing,2025Q4,60475156.3
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2020Q1,38055001.5
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2020Q2,38005507.24
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2020Q3,38465398.66
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2020Q4,39361906.37
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2021Q1,40622261
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2021Q2,42173693.16
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2021Q3,43943433.47
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2021Q4,45858712.54
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2022Q1,47846761
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2022Q2,49834809.46
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2022Q3,51750088.53
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2022Q4,53519828.84
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2023Q1,55071261
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2023Q2,56355872.09
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2023Q3,57422175.03
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2023Q4,58342939.21
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2024Q1,59190934
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2024Q2,60038928.79
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2024Q3,60959692.97
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2024Q4,62025995.91
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2025Q1,63310607
